"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX"
"865280","215.6718292236328","215.6718292236328","215.6718292236328","81.75566101074219","-60.535430908203125","224.0467529296875","126.579345703125","126.579345703125","126.579345703125","-199.430908203125","-199.430908203125","-199.430908203125","18.558670043945312","-234.00833129882812","271.12567138671875"
"865408","-56.771684646606445","-77.82017517089844","-35.72319412231445","-20.010210673014324","-195.07211303710938","225.54339599609375","","","","233.02265167236328","226.09910583496094","239.94619750976562","","",""
"865536","-31.891136169433594","-251.83251953125","215.83905029296875","","","","265.1995849609375","265.1995849609375","265.1995849609375","94.34864552815755","-7.134971618652344","287.4251708984375","261.2930679321289","240.17994689941406","282.40618896484375"
"865664","-198.39553833007812","-198.39553833007812","-198.39553833007812","-38.44834518432617","-38.44834518432617","-38.44834518432617","177.78451538085938","177.78451538085938","177.78451538085938","2.331756591796875","2.331756591796875","2.331756591796875","-8.512115478515625","-224.27647399902344","219.0406494140625"
"865792","64.11653137207031","-141.97006225585938","270.203125","95.513671875","-163.99114990234375","232.2184295654297","","","","-170.32273864746094","-170.32273864746094","-170.32273864746094","","",""
"865920","37.74797058105469","-191.38027954101562","266.876220703125","-28.393821716308594","-28.393821716308594","-28.393821716308594","128.87583923339844","20.387680053710938","237.36399841308594","","","","85.66323852539062","-175.26336669921875","235.44764709472656"
"866048","-31.27911376953125","-84.88461303710938","22.326385498046875","-103.87420654296875","-103.87420654296875","-103.87420654296875","123.40084075927734","123.40084075927734","123.40084075927734","259.61395263671875","259.61395263671875","259.61395263671875","-165.9373893737793","-313.6551513671875","-18.219627380371094"
"866176","-98.7253901163737","-231.7144775390625","-7.192512512207031","10.163627624511719","-233.28054809570312","253.60780334472656","104.58203125","-23.967208862304688","233.1312713623047","82.13952255249023","-32.080787658691406","196.35983276367188","68.1618881225586","-33.47246551513672","236.8122100830078"
"866304","-129.06049346923828","-267.24560546875","-0.37813568115234375","285.64178466796875","285.64178466796875","285.64178466796875","119.14793395996094","8.862213134765625","229.43365478515625","","","","-35.128990173339844","-35.128990173339844","-35.128990173339844"
"866432","-120.57237243652344","-221.03199768066406","-54.8543701171875","21.18543243408203","21.18543243408203","21.18543243408203","-53.37311553955078","-53.37311553955078","-53.37311553955078","227.05076599121094","227.05076599121094","227.05076599121094","251.1422882080078","251.1422882080078","251.1422882080078"
"866560","-570.885009765625","-570.885009765625","-570.885009765625","-118.7475814819336","-118.7475814819336","-118.7475814819336","254.39231872558594","254.39231872558594","254.39231872558594","-21.257835388183594","-43.232666015625","0.7169952392578125","","",""
"866688","102.14586893717448","14.415458679199219","268.6716003417969","87.40907796223958","-242.19253540039062","287.39849853515625","132.72854614257812","-17.82427978515625","283.2813720703125","8.033317565917969","-178.14276123046875","194.2093963623047","222.13015747070312","222.13015747070312","222.13015747070312"
"866816","-70.69672203063965","-96.36314392089844","-45.03030014038086","262.29583740234375","262.29583740234375","262.29583740234375","-173.97348022460938","-610.2252197265625","262.27825927734375","","","","74.4467264811198","-286.7841796875","287.17108154296875"
"866944","-36.38433837890625","-36.38433837890625","-36.38433837890625","280.8560791015625","280.8560791015625","280.8560791015625","79.67620468139648","-19.517066955566406","178.86947631835938","-10.713546752929688","-10.713546752929688","-10.713546752929688","-6.1287078857421875","-7.193367004394531","-5.064048767089844"
"867072","116.98285102844238","24.05246353149414","209.91323852539062","56.092447916666664","-313.29296875","255.189453125","-35.825958251953125","-35.825958251953125","-35.825958251953125","-24.216480255126953","-24.216480255126953","-24.216480255126953","-227.15572357177734","-696.9569091796875","242.6454620361328"
"867200","4.776737213134766","-87.31253814697266","96.86601257324219","-32.082061767578125","-32.082061767578125","-32.082061767578125","103.71940612792969","103.71940612792969","103.71940612792969","","","","8.893623352050781","8.893623352050781","8.893623352050781"
"867328","-22.665531158447266","-58.77581024169922","13.444747924804688","-175.52346801757812","-175.52346801757812","-175.52346801757812","255.54515075683594","255.54515075683594","255.54515075683594","","","","294.62213134765625","294.62213134765625","294.62213134765625"
"867456","-197.9747543334961","-430.71484375","34.76533508300781","269.6650390625","269.6650390625","269.6650390625","","","","","","","238.46641540527344","238.46641540527344","238.46641540527344"
"867584","100.47098795572917","-33.65423583984375","277.74560546875","133.10393778483072","-164.58656311035156","287.559814453125","232.34542846679688","232.34542846679688","232.34542846679688","218.3507080078125","162.254638671875","274.44677734375","291.65777587890625","291.65777587890625","291.65777587890625"
"867712","-244.65674845377603","-588.2512817382812","-31.715248107910156","","","","","","","","","","261.4291076660156","261.4291076660156","261.4291076660156"
"867840","-235.77450942993164","-500.17840576171875","28.62938690185547","243.66180419921875","201.92059326171875","278.33953857421875","-1117.2432861328125","-1117.2432861328125","-1117.2432861328125","","","","","",""
"867968","-110.80004119873047","-110.80004119873047","-110.80004119873047","56.25819396972656","-154.15823364257812","266.67462158203125","","","","","","","123.58250999450684","52.31708908081055","194.84793090820312"
"868096","-188.12918090820312","-239.96221923828125","-127.470947265625","235.9482421875","235.9482421875","235.9482421875","167.38483428955078","97.33883666992188","237.4308319091797","164.93107986450195","127.91046905517578","201.95169067382812","72.95293426513672","-17.127960205078125","245.57427978515625"
"868224","-69.62935638427734","-208.59036254882812","2.9715194702148438","-34.39936828613281","-34.39936828613281","-34.39936828613281","-192.80035400390625","-192.80035400390625","-192.80035400390625","293.00970458984375","293.00970458984375","293.00970458984375","-182.66552734375","-182.66552734375","-182.66552734375"
"868352","-251.3421859741211","-511.06982421875","-13.448295593261719","106.15623474121094","106.15623474121094","106.15623474121094","140.54774475097656","140.54774475097656","140.54774475097656","","","","-193.93167114257812","-193.93167114257812","-193.93167114257812"
"868480","","","","-12.616465250651041","-322.4142761230469","280.4002685546875","-271.4122314453125","-271.4122314453125","-271.4122314453125","262.9046936035156","262.9046936035156","262.9046936035156","101.73312377929688","-71.2391357421875","274.70538330078125"
"868608","-45.68551127115885","-611.2954711914062","264.8114013671875","-49.402503967285156","-83.3823013305664","-15.422706604003906","-54.35478973388672","-54.35478973388672","-54.35478973388672","106.07073974609375","106.07073974609375","106.07073974609375","122.51029586791992","-14.797309875488281","259.8179016113281"
"868736","-126.11782964070638","-187.76699829101562","-45.36868667602539","256.8819274902344","256.8819274902344","256.8819274902344","254.75364685058594","254.75364685058594","254.75364685058594","-62.779937744140625","-62.779937744140625","-62.779937744140625","127.17473602294922","-23.257247924804688","277.6067199707031"
"868864","-14.147098541259766","-32.726280212402344","4.4320831298828125","32.592976888020836","-137.49708557128906","265.26507568359375","270.97528076171875","270.97528076171875","270.97528076171875","106.33178329467773","-34.659141540527344","247.3227081298828","252.65365600585938","252.65365600585938","252.65365600585938"
"868992","16.372886657714844","16.372886657714844","16.372886657714844","5.513387680053711","2.2453155517578125","8.78145980834961","151.00314331054688","151.00314331054688","151.00314331054688","-170.0664939880371","-313.4416809082031","-26.691307067871094","302.6717529296875","302.6717529296875","302.6717529296875"
"869120","187.1504160563151","34.77992248535156","263.9139404296875","-106.2154541015625","-166.32167053222656","-46.10923767089844","301.1015319824219","301.1015319824219","301.1015319824219","124.82363891601562","124.82363891601562","124.82363891601562","219.74603271484375","219.74603271484375","219.74603271484375"
"869248","15.78847885131836","3.3681869506835938","28.208770751953125","","","","-36.523284912109375","-36.523284912109375","-36.523284912109375","250.23471069335938","238.0357666015625","262.43365478515625","220.0679473876953","166.05599975585938","274.07989501953125"
"869376","-105.27113596598308","-279.3460998535156","-8.70599365234375","228.17276000976562","228.17276000976562","228.17276000976562","254.779541015625","254.779541015625","254.779541015625","56.04738108317057","-94.07926940917969","274.954833984375","-458.6298522949219","-458.6298522949219","-458.6298522949219"
"869504","-242.46021270751953","-347.07659912109375","-137.8438262939453","242.17947387695312","241.55746459960938","242.80148315429688","-255.54342651367188","-255.54342651367188","-255.54342651367188","-6.444488525390625","-8.552337646484375","-4.336639404296875","-218.19613647460938","-218.19613647460938","-218.19613647460938"
"869632","-173.2187983194987","-264.04730224609375","-50.09343719482422","192.26806640625","192.26806640625","192.26806640625","93.14321899414062","-61.301910400390625","247.58834838867188","","","","92.37987899780273","-69.3727035522461","254.13246154785156"
"869760","-122.70620981852214","-306.5406494140625","19.24370574951172","258.6747131347656","229.33737182617188","300.25103759765625","97.963134765625","97.963134765625","97.963134765625","241.05950927734375","241.05950927734375","241.05950927734375","292.6201171875","292.6201171875","292.6201171875"
"869888","-28.20775604248047","-104.13665008544922","47.72113800048828","-64.90310668945312","-64.90310668945312","-64.90310668945312","120.96073532104492","-31.30103302001953","273.2225036621094","","","","-240.68804931640625","-240.68804931640625","-240.68804931640625"
"870016","-31.923233032226562","-31.923233032226562","-31.923233032226562","7.231109619140625","7.231109619140625","7.231109619140625","-385.81134033203125","-385.81134033203125","-385.81134033203125","107.00540542602539","7.526069641113281","206.4847412109375","","",""
"870144","-211.04278564453125","-443.8677673339844","21.782196044921875","272.3326721191406","265.6043701171875","279.06097412109375","","","","-110.02897262573242","-191.20631408691406","-28.85163116455078","","",""
"870272","-142.98956298828125","-142.98956298828125","-142.98956298828125","-160.19869995117188","-222.2539520263672","-98.14344787597656","219.53585052490234","170.76231384277344","268.30938720703125","-83.87256622314453","-415.6533508300781","247.90821838378906","","",""
"870400","-246.26580810546875","-246.26580810546875","-246.26580810546875","-40.06097920735677","-328.3226623535156","221.55563354492188","","","","98.05677032470703","98.05677032470703","98.05677032470703","254.35546875","254.35546875","254.35546875"
"870528","","","","-137.35484313964844","-137.35484313964844","-137.35484313964844","285.20758056640625","285.20758056640625","285.20758056640625","245.75450134277344","244.28302001953125","247.22598266601562","","",""
"870656","238.1390380859375","238.1390380859375","238.1390380859375","130.5018310546875","-130.06588745117188","275.0045166015625","8.248466491699219","-196.3369598388672","212.83389282226562","13.133377075195312","13.133377075195312","13.133377075195312","137.6866709391276","64.81549835205078","255.6931610107422"
"870784","243.76583862304688","243.76583862304688","243.76583862304688","-49.95957946777344","-49.95957946777344","-49.95957946777344","263.809814453125","263.809814453125","263.809814453125","","","","-560.5195922851562","-560.5195922851562","-560.5195922851562"
"870912","267.7457275390625","267.7457275390625","267.7457275390625","111.32400131225586","-20.483421325683594","243.1314239501953","","","","","","","274.456298828125","274.456298828125","274.456298828125"
"871040","-109.87528991699219","-109.87528991699219","-109.87528991699219","118.12367057800293","-33.36630630493164","269.6136474609375","96.0510139465332","-47.66951370239258","246.5348358154297","259.56396484375","259.56396484375","259.56396484375","115.7693099975586","-34.96565246582031","266.5042724609375"
"871168","-61.07982635498047","-288.7547912597656","166.5951385498047","-162.8410186767578","-162.8410186767578","-162.8410186767578","","","","","","","5.053047180175781","-227.82186889648438","237.92796325683594"
"871296","-200.2829132080078","-332.09033203125","-68.47549438476562","-192.89611053466797","-641.2447509765625","255.45252990722656","269.7310791015625","269.7310791015625","269.7310791015625","253.05018615722656","253.05018615722656","253.05018615722656","183.20535532633463","16.570533752441406","297.1127014160156"
"871424","-102.02619171142578","-186.44886779785156","-17.603515625","-12.616569519042969","-12.616569519042969","-12.616569519042969","-10.241584777832031","-10.241584777832031","-10.241584777832031","81.22350311279297","81.22350311279297","81.22350311279297","-57.931209564208984","-57.931209564208984","-57.931209564208984"
"871552","61.546287536621094","-54.29064178466797","194.3883056640625","67.59446716308594","-224.7396240234375","227.88461303710938","239.02554321289062","239.02554321289062","239.02554321289062","108.7625732421875","108.7625732421875","108.7625732421875","-387.17770767211914","-737.0960083007812","-37.25940704345703"
"871680","-100.76183700561523","-108.80207824707031","-92.72159576416016","-39.615169525146484","-110.79794311523438","31.567604064941406","-296.3232955932617","-566.1942749023438","-26.452316284179688","128.1396713256836","-8.717727661132812","264.9970703125","62.2921142578125","-67.41059875488281","191.9948272705078"
"871808","-103.59014129638672","-222.2731475830078","15.092864990234375","","","","","","","-70.42237091064453","-70.42237091064453","-70.42237091064453","39.68833923339844","-194.47119140625","273.8478698730469"
"871936","-39.937713623046875","-39.937713623046875","-39.937713623046875","248.7316436767578","229.92901611328125","267.5342712402344","153.09874725341797","25.312789916992188","280.88470458984375","-9.617591857910156","-9.617591857910156","-9.617591857910156","","",""
"872064","115.50176620483398","-7.180778503417969","238.18431091308594","81.8812370300293","-79.6695785522461","243.4320526123047","-81.37164306640625","-298.73291015625","135.9896240234375","-7.925487518310547","-7.925487518310547","-7.925487518310547","126.15941619873047","-29.716476440429688","282.0353088378906"
"872192","99.39839553833008","-59.644676208496094","258.44146728515625","155.92964935302734","-69.81798553466797","279.69110107421875","-40.76110649108887","-43.545753479003906","-37.97645950317383","","","","105.68276977539062","-36.798583984375","248.16412353515625"
"872320","-186.39138793945312","-186.39138793945312","-186.39138793945312","-47.98442077636719","-88.62979888916016","-7.339042663574219","125.08165740966797","0.2082977294921875","249.95501708984375","","","","8.510498046875","8.510498046875","8.510498046875"
"872448","-88.93058013916016","-424.75494384765625","246.89378356933594","","","","-201.52268981933594","-412.1004638671875","9.055084228515625","201.28953552246094","129.52392578125","273.0551452636719","258.56002044677734","244.21946716308594","272.90057373046875"
"872576","19.125045776367188","-63.978271484375","102.22836303710938","218.39202880859375","168.9923095703125","267.791748046875","","","","","","","275.13177490234375","275.13177490234375","275.13177490234375"
"872704","-128.82435607910156","-231.09326171875","-26.555450439453125","220.40847778320312","220.40847778320312","220.40847778320312","","","","","","","113.38145446777344","-202.0183563232422","292.91107177734375"
"872832","-100.68545532226562","-242.17279052734375","-11.737213134765625","-31.51713689168294","-253.255615234375","183.75881958007812","279.01708984375","279.01708984375","279.01708984375","","","","-377.798583984375","-377.798583984375","-377.798583984375"
"872960","-287.1206792195638","-748.9423217773438","-33.47362518310547","-28.96824836730957","-28.96824836730957","-28.96824836730957","188.31793212890625","188.31793212890625","188.31793212890625","150.75808715820312","150.75808715820312","150.75808715820312","-206.8201904296875","-206.8201904296875","-206.8201904296875"
"873088","-77.07757186889648","-116.67069244384766","-37.48445129394531","61.236602783203125","-159.9366455078125","282.40985107421875","","","","128.7194061279297","-31.745025634765625","289.183837890625","","",""
"873216","-54.01005172729492","-54.01005172729492","-54.01005172729492","-106.81726837158203","-258.07720947265625","44.44267272949219","179.3615837097168","110.92436981201172","247.79879760742188","54.59014892578125","54.59014892578125","54.59014892578125","242.29251098632812","242.29251098632812","242.29251098632812"
"873344","-234.37724685668945","-344.16046142578125","-124.59403228759766","247.5011749267578","247.5011749267578","247.5011749267578","221.16505432128906","221.16505432128906","221.16505432128906","","","","-100.72631072998047","-100.72631072998047","-100.72631072998047"
"873472","182.15984090169272","28.7379150390625","282.1241760253906","88.98219680786133","-89.55428314208984","267.5186767578125","164.2873789469401","-23.571670532226562","271.0188903808594","196.65503311157227","125.19367218017578","268.11639404296875","119.1584415435791","-44.60050582885742","282.9173889160156"
"873600","-54.44499715169271","-89.91304016113281","5.3446502685546875","-69.64233779907227","-152.34303283691406","13.058357238769531","-283.3034973144531","-296.39422607421875","-270.2127685546875","-117.41448593139648","-161.7818603515625","-73.04711151123047","","",""
"873728","-136.74502563476562","-157.15760803222656","-116.33244323730469","","","","-14.690071105957031","-14.690071105957031","-14.690071105957031","238.94166564941406","238.94166564941406","238.94166564941406","-180.47360229492188","-369.07366943359375","69.90116882324219"
"873856","","","","-0.576385498046875","-227.3676300048828","226.21485900878906","-329.0917663574219","-329.0917663574219","-329.0917663574219","141.63756561279297","-73.1551742553711","250.904296875","59.66669464111328","-109.56227111816406","228.89566040039062"
"873984","110.36988830566406","-1.65936279296875","222.39913940429688","","","","109.65779113769531","-22.93408203125","242.24966430664062","-0.6067123413085938","-2.2343521118164062","1.0209274291992188","15.327613830566406","15.327613830566406","15.327613830566406"
"874112","-30.401308059692383","-59.999446868896484","-0.8031692504882812","258.2221450805664","250.0527801513672","266.3915100097656","28.602092742919922","2.5621185302734375","54.642066955566406","","","","300.8314514160156","300.8314514160156","300.8314514160156"
"874240","83.51977157592773","-76.04288482666016","243.08242797851562","161.65662384033203","69.86579895019531","253.44744873046875","-269.22723388671875","-269.22723388671875","-269.22723388671875","74.3136215209961","-89.47431945800781","238.1015625","-96.64912414550781","-96.64912414550781","-96.64912414550781"
"874368","-19.19594383239746","-40.65475845336914","2.2628707885742188","","","","-81.46394348144531","-81.46394348144531","-81.46394348144531","259.8447265625","259.8447265625","259.8447265625","252.74197387695312","252.74197387695312","252.74197387695312"
"874496","54.4099375406901","-82.57267761230469","214.54010009765625","-4.05645751953125","-163.8290252685547","155.7161102294922","-41.50525665283203","-41.50525665283203","-41.50525665283203","","","","111.33624649047852","-3.5297012329101562","226.2021942138672"
"874624","-52.44010670979818","-116.32855987548828","-19.137908935546875","-191.8906478881836","-199.5957794189453","-184.18551635742188","-126.93795267740886","-479.01171875","110.35664367675781","227.51593017578125","227.51593017578125","227.51593017578125","","",""
"874752","-234.27775065104166","-613.381591796875","21.931373596191406","-190.3406982421875","-190.3406982421875","-190.3406982421875","-72.19086837768555","-98.66522979736328","-45.71650695800781","198.5926513671875","198.5926513671875","198.5926513671875","230.92135620117188","230.92135620117188","230.92135620117188"
"874880","-121.78375244140625","-169.73081970214844","-73.83668518066406","228.0388946533203","228.0388946533203","228.0388946533203","-9.86083984375","-9.86083984375","-9.86083984375","109.79789543151855","-50.10330581665039","269.6990966796875","123.48931376139323","12.159591674804688","222.3725128173828"
"875008","-122.32661628723145","-356.7050476074219","8.260299682617188","-270.1635437011719","-270.1635437011719","-270.1635437011719","","","","-110.10984802246094","-110.10984802246094","-110.10984802246094","-9.733268737792969","-9.733268737792969","-9.733268737792969"
"875136","-142.2404022216797","-142.2404022216797","-142.2404022216797","","","","229.7162628173828","229.7162628173828","229.7162628173828","93.25411224365234","-18.914016723632812","205.4222412109375","-219.241455078125","-219.241455078125","-219.241455078125"
"875264","-106.94085693359375","-144.42129516601562","-69.46041870117188","211.67994689941406","130.462646484375","292.8972473144531","288.3393096923828","276.921142578125","299.7574768066406","28.77642059326172","28.77642059326172","28.77642059326172","-26.159194946289062","-26.159194946289062","-26.159194946289062"
"875392","10.376514434814453","-1.8651504516601562","22.618179321289062","","","","","","","-105.23855972290039","-175.0171356201172","-35.459983825683594","270.14337158203125","267.5221862792969","272.7645568847656"
"875520","4.266857147216797","-5.756683349609375","14.290397644042969","-194.38021850585938","-194.38021850585938","-194.38021850585938","-238.0758819580078","-238.0758819580078","-238.0758819580078","103.39714813232422","103.39714813232422","103.39714813232422","-156.77194213867188","-156.77194213867188","-156.77194213867188"
"875648","239.0126190185547","239.0126190185547","239.0126190185547","","","","207.74263763427734","158.4416961669922","257.0435791015625","229.96990966796875","229.96990966796875","229.96990966796875","","",""
"875776","-261.3714599609375","-261.3714599609375","-261.3714599609375","173.44814682006836","92.68228912353516","254.21400451660156","48.23993937174479","-98.0999526977539","246.37586975097656","277.98223876953125","277.98223876953125","277.98223876953125","-128.1287078857422","-128.1287078857422","-128.1287078857422"
"875904","-203.16924285888672","-225.9320068359375","-180.40647888183594","","","","","","","82.53114827473958","-227.6170654296875","240.50277709960938","276.41448974609375","276.41448974609375","276.41448974609375"
"876032","-123.81592559814453","-207.17501831054688","-40.45683288574219","237.4588165283203","232.33926391601562","242.578369140625","","","","-181.7130444844564","-395.8731689453125","-62.6613883972168","139.1171417236328","-23.916351318359375","302.150634765625"
"876160","-255.71485900878906","-636.9000244140625","170.7814178466797","-73.44342422485352","-119.93873596191406","-26.94811248779297","253.19711303710938","253.19711303710938","253.19711303710938","","","","58.86585235595703","58.86585235595703","58.86585235595703"
"876288","-107.51781717936198","-170.87576293945312","-16.479385375976562","-31.404342651367188","-31.404342651367188","-31.404342651367188","","","","","","","264.0970458984375","264.0970458984375","264.0970458984375"
"876416","-88.5821304321289","-88.5821304321289","-88.5821304321289","-636.6912231445312","-636.6912231445312","-636.6912231445312","","","","","","","202.45427703857422","104.62284851074219","300.28570556640625"
"876544","-152.85303751627603","-242.6890869140625","9.258544921875","-10.687881469726562","-10.687881469726562","-10.687881469726562","","","","","","","","",""
"876672","-32.57676696777344","-32.57676696777344","-32.57676696777344","279.9835205078125","279.9835205078125","279.9835205078125","","","","179.0574951171875","179.0574951171875","179.0574951171875","","",""
"876800","-26.92974599202474","-186.21310424804688","55.89971160888672","156.75814819335938","156.75814819335938","156.75814819335938","148.9465103149414","132.36705017089844","165.52597045898438","","","","252.80387115478516","251.8282928466797","253.77944946289062"
"876928","-311.83974202473956","-800.7741088867188","-20.750534057617188","188.74790954589844","176.26693725585938","201.2288818359375","119.39398956298828","-13.613616943359375","252.40159606933594","258.72694396972656","234.00881958007812","283.445068359375","265.3413391113281","248.93121337890625","281.75146484375"
"877056","-156.5747528076172","-156.5747528076172","-156.5747528076172","274.7569580078125","274.7569580078125","274.7569580078125","-251.95919799804688","-251.95919799804688","-251.95919799804688","1.7530721028645833","-141.091064453125","146.67999267578125","","",""
"877184","-64.02676900227864","-154.5377960205078","1.2599029541015625","-57.728843688964844","-57.728843688964844","-57.728843688964844","247.8253631591797","247.8253631591797","247.8253631591797","","","","262.22103118896484","252.30076599121094","272.14129638671875"
"877312","-180.27276611328125","-180.27276611328125","-180.27276611328125","-184.7092514038086","-249.0462646484375","-120.37223815917969","239.37364196777344","239.37364196777344","239.37364196777344","","","","115.88243865966797","-4.5460662841796875","236.31094360351562"
"877440","-200.60342915852866","-464.2405090332031","-59.18391418457031","61.69523620605469","-177.18759155273438","300.57806396484375","-156.4059600830078","-156.4059600830078","-156.4059600830078","-47.84646224975586","-47.84646224975586","-47.84646224975586","278.0150146484375","278.0150146484375","278.0150146484375"
"877568","-133.86072158813477","-208.39813232421875","-59.32331085205078","-206.08120727539062","-206.08120727539062","-206.08120727539062","272.2825012207031","272.2825012207031","272.2825012207031","21.076324462890625","21.076324462890625","21.076324462890625","53.77324422200521","-339.49493408203125","257.52752685546875"
"877696","-95.64129130045573","-247.79025268554688","5.353271484375","-96.36164093017578","-96.36164093017578","-96.36164093017578","","","","-180.85940551757812","-180.85940551757812","-180.85940551757812","-44.75689697265625","-44.75689697265625","-44.75689697265625"
"877824","-69.10941060384114","-115.30500793457031","-45.186065673828125","301.6422424316406","301.6422424316406","301.6422424316406","210.45575714111328","141.8336944580078","279.07781982421875","","","","237.42617797851562","237.42617797851562","237.42617797851562"
"877952","","","","245.20704650878906","226.0506591796875","264.3634338378906","-58.16813278198242","-72.90504455566406","-43.43122100830078","-23.536014556884766","-23.536014556884766","-23.536014556884766","247.1568145751953","247.1568145751953","247.1568145751953"
"878080","235.23902893066406","227.49392700195312","242.984130859375","251.71353149414062","251.71353149414062","251.71353149414062","","","","122.97171020507812","122.97171020507812","122.97171020507812","246.4437255859375","246.4437255859375","246.4437255859375"
"878208","48.666524251302086","-69.36325073242188","257.5277099609375","-211.84164428710938","-211.84164428710938","-211.84164428710938","","","","-9.908134460449219","-9.908134460449219","-9.908134460449219","237.90672302246094","237.90672302246094","237.90672302246094"
"878336","-55.20530700683594","-115.20111846923828","4.790504455566406","228.1136474609375","228.1136474609375","228.1136474609375","125.34654998779297","125.34654998779297","125.34654998779297","211.214111328125","146.6474609375","275.78076171875","186.53399658203125","186.53399658203125","186.53399658203125"
"878464","-127.92847442626953","-176.66070556640625","-79.19624328613281","","","","242.2627716064453","242.2627716064453","242.2627716064453","117.06613159179688","25.285568237304688","208.84669494628906","-222.32852172851562","-222.32852172851562","-222.32852172851562"
"878592","-43.43208312988281","-325.2810363769531","296.063232421875","213.02395629882812","213.02395629882812","213.02395629882812","10.444572448730469","-254.90968322753906","284.767333984375","22.79937744140625","22.79937744140625","22.79937744140625","309.30889892578125","309.30889892578125","309.30889892578125"
"878720","","","","286.52703857421875","286.52703857421875","286.52703857421875","3.716602325439453","-58.06940460205078","65.50260925292969","92.55414199829102","-1.2023849487304688","186.3106689453125","-58.85185241699219","-58.85185241699219","-58.85185241699219"
"878848","245.94969177246094","226.2662353515625","265.6331481933594","-34.10616556803385","-203.67849731445312","237.06129455566406","-98.13364028930664","-196.18777465820312","-0.07950592041015625","-29.33489481608073","-302.6667785644531","264.63104248046875","166.83412170410156","166.83412170410156","166.83412170410156"
"878976","26.741971333821613","-98.70647430419922","211.07530212402344","20.089706420898438","-213.9230194091797","254.10243225097656","-78.30352783203125","-326.4798889160156","242.6785125732422","308.21453857421875","308.21453857421875","308.21453857421875","283.450927734375","283.450927734375","283.450927734375"
"879104","-5.853828430175781","-5.853828430175781","-5.853828430175781","-68.03913497924805","-129.03469848632812","-7.043571472167969","","","","127.9067611694336","-48.39833068847656","304.21185302734375","278.9566879272461","248.09129333496094","309.82208251953125"
