"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX"
"13824","-103.47499990463257","-200","15.100000381469727","12.446061770121256","6","15.743590354919434","6.976923227310181","6.153846263885498","7.800000190734863","-93.75","-200","12.5","-12.481385040283204","-94","11.285715103149414"
"13952","-42.71846148967743","-200","8.307692527770996","-30.799999809265138","-200","16","-62.43515279889107","-200","10.000000953674316","-86.49803943634033","-200","5.176470756530762","-4.935151559114456","-31.33333396911621","7"
"14080","-21.00459952354431","-91","14.878787994384766","11.455808639526367","8.17391300201416","15.264705657958984","-35.21698405742645","-200","15.472222328186035","-22.662500023841858","-83","5.5","3.2253788113594055","-5","10.75"
"14208","-16.212962865829468","-73","12.148148536682129","8.729171872138977","-0.875","14.862069129943848","6.784046530723572","-9","15.20588207244873","-55.9875","-200","10.3125","-6.451948070526123","-34","15.285714149475098"
"14336","-33.76130275726318","-200","14.709676742553711","-0.36978511810302733","-28.399999618530273","14.967741012573242","-30.985715484619142","-200","15.303030967712402","0.10922107696533204","-21","14.464286804199219","8.925980567932129","-2.5","15.411765098571777"
"14464","5.440476179122925","-6.6666669845581055","15.428571701049805","-43.135232067108156","-200","15.176470756530762","-10.477298545837403","-91","14.655172348022461","-41.601169395446775","-200","15.605263710021973","9.500429153442383","-12","15.428571701049805"
"14592","-29.577143287658693","-53","9.714285850524902","-15.875465154647827","-48.66666793823242","14.620689392089844","-35.71514492034912","-126","14.971428871154785","-93.15416622161865","-200","14.7333345413208","-28.411112213134764","-67.66667175292969","6.44444465637207"
"14720","6.515281772613525","-13.333333969116211","15.212121963500977","8.036631202697754","-8.25","15.235294342041016","10.126751136779784","-7.25","15.314286231994629","-18.296691131591796","-91.5","15.235294342041016","12.568182309468588","10.583333969116211","13.666666984558105"
"14848","-6.770237922668457","-52.5","14.35714340209961","3.96102089881897","-24","15.727272987365723","-17.10037136077881","-117","15.717948913574219","-38.384615135192874","-104","15.923077583312988","-43.29249038696289","-145","9.793103218078613"
"14976","-5.2124998569488525","-22.25","10.40000057220459","7.127778053283691","-13.40000057220459","14.80000114440918","-6.202499961853027","-43","14.96875","-83.31111081441243","-200","10.066667556762695","-34.05032043457031","-200","15.0625"
"15104","-46.26020550727844","-200","15.594594955444336","-28.2993501663208","-200","15.181818962097168","8.416025996208191","-2.4000000953674316","15.333333969116211","-83.77604168653488","-200","15.0625","-12.555288314819336","-85","15"
"15232","-42.93199996948242","-200","13.84000015258789","-7.594975852966309","-75","15.25","-11.591025924682617","-55.333335876464844","13.961539268493652","-57.57272720336914","-200","13.136363983154297","-17.88181800842285","-100","14.424242973327637"
"15360","-32.128797721862796","-139","15.181818962097168","-2.5594696044921874","-45.5","15.6578950881958","-39.93333387374878","-83","4.666666507720947","-56.738095092773435","-137","13.523809432983398","-60.53333339691162","-153","-7"
"15488","-5.65984833240509","-55","15.060606956481934","-27.84390335083008","-200","15.449999809265137","-4.916666507720947","-59","14.333333969116211","-200","-200","-200","-2.6666667461395264","-2.6666667461395264","-2.6666667461395264"
"15616","-37.166666746139526","-91","15.333333969116211","0.20150518417358398","-37.66666793823242","15","-39.8642858505249","-106.5","-7","-131.33600006103515","-200","8.319999694824219","-76.42323226928711","-200","13.272727966308594"
"15744","-29.464969062805174","-200","15.545454978942871","-6.6939655303955075","-47","15","8.611498498916626","0.4285714626312256","15.222222328186035","-73.38095235824585","-200","12.476190567016602","-42.06952381134033","-200","14.666666984558105"
"15872","-10.958899688720702","-95","14.571429252624512","-40.5875","-200","15.03125","-43.07523822784424","-200","15.45714282989502","-79.8333330154419","-200","14.500000953674316","7.501322905222575","-0.8571429252624512","15.19444465637207"
"16000","-4.615660905838013","-51","15.416666984558105","-29.732246160507202","-161","15","-52.50841736793518","-200","14.148148536682129","-132.740740776062","-200","14.296296119689941","-47.017045468091965","-200","11.5"
"16128","1.37625093460083","-23","15.513513565063477","-6.24697904586792","-78","15.45161247253418","-26.521667003631592","-54.5","12.079999923706055","-13.482275199890136","-38","15.95348834991455","-62.61363685131073","-200","2.545454502105713"
"16256","6.110996168851853","-0.4000000059604645","14.482758522033691","1.5283720016479492","-36.5","15.743590354919434","-38.05","-200","15.375","-45.74374985694885","-200","15.15000057220459","-25.023291900753975","-117","13.47826099395752"
"16384","4.4582874298095705","-9.199999809265137","15.15151596069336","-6.466810798645019","-91.5","15.472222328186035","-12.88397445678711","-30.5","8.538461685180664","-33.26615400314331","-87","12.269230842590332","-13.202423191070556","-96.5","13.44444465637207"
"16512","10.151861508687338","2.625","14.482758522033691","-0.9129903316497803","-23.5","15.583333015441895","-61.96175422668457","-153","12.1578950881958","5.477470318476359","-2.1666667461395264","14.741934776306152","10.652402877807617","8.083333969116211","15.54054069519043"
"16640","0.9219610691070557","-32","14.80000114440918","-44.952151679992674","-200","14.870966911315918","-10.607142806053162","-41","16","-42.769565200805665","-99","13.65217399597168","-62.438655412197114","-200","15.235294342041016"
"16768","3.854830265045166","-33.333335876464844","15.228571891784668","-3.5395235061645507","-52","14.785715103149414","-33.49166653156281","-200","14.458333969116211","-50.756666564941405","-200","11.416666984558105","-72.1804759979248","-200","14.966667175292969"
"16896","-21.13666648864746","-109","13.000000953674316","-13.40079665184021","-95","15.060606956481934","-31.87500035762787","-66","-4.333333492279053","-71.28206896781921","-166","13.551724433898926","-45.70175425211588","-142","11.894737243652344"
"17024","13.037179946899414","8.476190567016602","15.15151596069336","-8.07541103363037","-91.5","15.85714340209961","-32.246881580352785","-200","17","0.5122381210327148","-30.33333396911621","14.482758522033691","-10.238636314868927","-30.83333396911621","15.15151596069336"
"17152","7.510008239746094","-20.5","15.743590354919434","5.789803886413575","-25.666667938232422","16","-21.409090518951416","-79","15.030303955078125","-7.145454406738281","-39","16","-1.6167701721191405","-39","14.1304349899292"
"17280","-0.48136215209960936","-34.25","15.472222328186035","-39.67526788711548","-200","15.40540599822998","5.126766872406006","-8","15.371428489685059","-9.700720977783202","-35.5","14.729729652404785","-75.48000004291535","-200","5.300000190734863"
"17408","-1.3836708068847656","-47","15.648649215698242","16.260416666666668","15.03125","17","-0.4898808002471924","-32","15.45714282989502","-30.797979831695557","-91","7.2727274894714355","3.103409230709076","-19","15.75"
"17536","3.540086793899536","-16.399999618530273","15.199999809265137","-73.39285697937012","-141","14.535715103149414","-65.28857154846192","-200","7.190476417541504","-69.30000014305115","-151","-2.1666667461395264","-36.01401081085205","-200","12.65000057220459"
"17664","10.731802177429199","5.111111164093018","15.675676345825195","8.725859451293946","3.2142858505249023","15.432433128356934","11.897836327552795","7.090909481048584","14.482758522033691","-31.62252731323242","-158","14.250000953674316","3.2190478324890135","-11","14.464286804199219"
"17792","8.01057472229004","-13.5","15.54054069519043","11.376767873764038","6.300000190734863","15.242424964904785","-0.13495311737060547","-22.666667938232422","15.684210777282715","-3.835714280605316","-46","15.371428489685059","5.995370388031006","2","10.875"
"17920","2.6271413803100585","-21.33333396911621","15.6578950881958","3.630285453796387","-39.20000076293945","15.780487060546875","12.43344554901123","8.882352828979492","15.470588684082031","-18.39583396911621","-92.33333587646484","14","-7.488461494445801","-61","14.307692527770996"
"18048","11.563525676727295","2","15.684210777282715","-0.2893550872802734","-17","15.399999618530273","6.877380847930908","-8.571429252624512","16.5","-3.3541667461395264","-12.833333969116211","14.666666984558105","-2.146153759211302","-25","11.600000381469727"
"18176","-17.730709838867188","-144","14.806450843811035","-3.2320363998413084","-55.333335876464844","14.551724433898926","5.994538116455078","-11.40000057220459","13.958333969116211","-42.25","-117","4","-8.41929850578308","-20.5","10.736842155456543"
"18304","-6.479829216003418","-84","15.44444465637207","11.919264157613119","5.75","15.371428489685059","-2.7381744384765625","-47","15.125","-11.011905193328857","-36.66666793823242","12.666666984558105","1.4861111640930176","-2.125","4.333333492279053"
"18432","1.674603283405304","-12.25","15.392857551574707","-115.05999984741212","-200","14.700000762939453","-19.723958492279053","-66.5","14.9375","-63.28199996948242","-200","10.84000015258789","-59.24985494613647","-200","12.866667747497559"
"18560","-16.250000047683717","-83.5","14.833333015441895","-24.301786041259767","-92","15.0625","-70.34035091400146","-200","15.631579399108887","-30.14074077606201","-91.5","14.296296119689941","6.5362746000289915","-1.5","13.75"
"18688","9.070809626579285","1.2222222089767456","14.36842155456543","-36.79516898393631","-174","13.913043975830078","-42.72698433399201","-200","7.222222328186035","-61.04786102771759","-173","15.147058486938477","-16.230555534362793","-92","13.222222328186035"
"18816","-6.172618985176086","-39.5","15.342857360839844","14.651041507720947","14.21875","15.083333015441895","-31.23118305206299","-56.5","13.806450843811035","-35.020833333333336","-99","14.9375","-53.72807025909424","-127","12.315789222717285"
"18944","-11.09571418762207","-92","14.571429252624512","-47.129231452941895","-200","15.763157844543457","1.4544443607330322","-5.200000286102295","7.25","-74.84363613128662","-200","13.681818962097168","-73.30833320617675","-200","13.791666984558105"
"19072","-25.512500095367432","-79.5","5.9375","-49.08713221549988","-200","15.176470756530762","-41.50073509216308","-153","13.058823585510254","-84.2166666507721","-200","8.25","-26.87229460477829","-71.5","-0.5454545617103577"
"19200","-24.24091167449951","-111","15.54054069519043","4.615808725357056","-26.200000762939453","15.666666984558105","-21.688315916061402","-91.5","15.853657722473145","3.9959378242492676","-10.600000381469727","15.032258033752441","-50.000000381469725","-91.5","-16.5"
"19328","11.027243688702583","-0.6666666865348816","15.692307472229004","-50.29705371856689","-200","15.12121295928955","10.057143151760101","2.4285714626312256","17","-73.17799549102783","-200","14.806450843811035","-8.26764690876007","-55","13.800000190734863"
"19456","-8.894185161590576","-91.5","15.342857360839844","9.501500844955444","-0.75","15.631579399108887","-36.55999965667725","-200","14.666666984558105","-41.26428544521332","-200","14.600000381469727","-18.94809513092041","-140","15.199999809265137"
"19584","14.220499992370605","12.142857551574707","15.631579399108887","-68.82653007507324","-200","15.902438163757324","-45.51785731315613","-200","16","-14.80555526415507","-51.75","11.000000953674316","-107.08333337306976","-200","-5.333333492279053"
"19712","10.755575370788574","-4","15.371428489685059","-32.78070169687271","-166","15.631579399108887","-43.640336418151854","-200","13.85714340209961","-22.41583309173584","-123","14.7333345413208","-76.25","-200","-8"
"19840","6.953333473205566","-16","15.300000190734863","-56.51262601216634","-200","15.25","-57.708333333333336","-200","14.875","-40.975","-200","15.125","-132.97142848968505","-200","12.142857551574707"
"19968","-10.064285945892333","-55.66666793823242","12.914285659790039","-10.860685777664184","-94","15.552631378173828","-10.767363739013671","-46","10.483870506286621","-20.67410707473755","-48","14.428571701049805","-46.333333253860474","-200","13.166666984558105"
"20096","13.083425760269165","9","15.15151596069336","-4.440399169921875","-72","15.371428489685059","14.173611323038736","13.625","14.5625","-146.43749976158142","-200","14.250000953674316","8.746074914932251","-1","14.027777671813965"
"20224","12.40169324874878","1.529411792755127","15.6578950881958","9.620231992006302","-0.09090909361839294","15.605263710021973","-2.7738722562789917","-24.80000114440918","12.571429252624512","-46.25470104217529","-200","14.115385055541992","-4.747916603088379","-53.5","14.96875"
"20352","13.819245719909668","8.714285850524902","15.578947067260742","10.106324195861816","-4.625","15.878047943115234","-6.722258186340332","-18.75","14.838708877563477","-10.294047594070435","-31","10.35714340209961","-4.204339408874512","-49.333335876464844","14.724138259887695"
"20480","11.812223386764526","2.307692289352417","14.870966911315918","10.040909385681152","1","15.416666984558105","7.354193496704101","3","14.870966911315918","-11.662856912612915","-91.5","14.75","8.402186489105224","3","14.875"
"20608","11.66910285949707","1.75","14.90000057220459","-21.55582046508789","-55.333335876464844","14.535715103149414","-16.773118591308595","-43","14.967741012573242","-44.79718029499054","-200","14.642857551574707","-8.202564024925232","-40.5","14.153846740722656"
"20736","10.720238637924194","0.4285714626312256","15.473684310913086","7.433871650695801","-4.1666669845581055","15.5","-1.1652381420135498","-15.75","15.257143020629883","-12.516556930541991","-74.66667175292969","15.171428680419922","2.5035714149475097","-19.200000762939453","14.700000762939453"
"20864","13.481641578674317","10.727272987365723","15.485713958740234","3.4220865249633787","-19","15.54054069519043","-5.15641040802002","-19.5","15.717948913574219","-12.884761619567872","-62","15.342857360839844","3.1156044960021974","-19.5","15.692307472229004"
"20992","0.16830930709838868","-22.5","14.111111640930176","0.13040695190429688","-25.666667938232422","15.552631378173828","-9.403153371810912","-26.666667938232422","15.567567825317383","-2.7659467697143554","-27.33333396911621","15.675676345825195","6.113999438285828","-1.571428656578064","15.769230842590332"
"21120","-22.862745475769042","-57.333335876464844","15.352941513061523","-3.9222221851348875","-43","15.44444465637207","-18.619696807861327","-47","15.15151596069336","-6.6022725105285645","-47","15.090909957885742","-10.896703243255615","-43","9.714285850524902"
"21248","-33.75431036949158","-104","14.482758522033691","-2.040000152587891","-48.66666793823242","12","-29.550490379333496","-104","10.875","-49.94000015258789","-200","14.80000114440918","-56.30952367782593","-104","11.285715103149414"
"21376","-39.666666984558105","-71.5","8.5","-9.568279886245728","-70","14.9354829788208","-33.95791501998902","-71.5","15.567567825317383","-11.741441917419433","-40.333335876464844","17","-12.150000095367432","-71.5","15.416666984558105"
"21504","-27.53910267353058","-105.5","11.076923370361328","-2.13142876625061","-9.800000190734863","15.285714149475098","-1.9361902236938477","-30","15.5","-24.86266713142395","-77","13.920000076293945","-0.45012965202331545","-15","15.030303955078125"
"21632","-47.079047966003415","-103.5","-4.428571701049805","-7.060539436340332","-35.66666793823242","15.176470756530762","-2.575058174133301","-34.66666793823242","15.060606956481934","-3.6833333015441894","-24.5","15.44444465637207","-19.26266646385193","-114","14.766667366027832"
"21760","-12.643521213531494","-94","14.517241477966309","10.159427118301391","-2.1666667461395264","15.648649215698242","9.081362915039062","0.8571429252624512","15.416666984558105","-10.530407524108886","-66","14.727272987365723","-21.284127044677735","-106","14.833333015441895"
"21888","14.897270838419596","14.285715103149414","15.756096839904785","11.625","2","15.199999809265137","14.996514956156412","14.727272987365723","15.391304969787598","-16.14081974029541","-114","15.235294342041016","8.115834474563599","1.461538553237915","15.552631378173828"
"22016","0.9340875625610352","-26.600000381469727","14.9354829788208","1.0203012466430663","-26","15.15151596069336","0.2041187286376953","-19.33333396911621","13.034482955932617","-14.893405532836914","-70","14.766667366027832","-28.91904773712158","-65","14.571429252624512"
"22144","11.740675210952759","3","15.0625","8.890497970581055","-11.666666984558105","15.743590354919434","6.285762548446655","-8","13.230770111083984","11.484391689300537","5.888888835906982","15.314286231994629","1.2233976125717163","-12","14.076923370361328"
"22272","-32.17004308700562","-200","15.399999618530273","10.614087581634521","-3.25","15.44444465637207","-5.005555470784505","-37","12.583333015441895","-91.93939367930095","-200","15.181818962097168","-18.469783782958984","-58.66666793823242","15.399999618530273"
"22400","-28.8212947845459","-200","15.621622085571289","2.4465376853942873","-34.60000228881836","16","-13.477609395980835","-49","15.030303955078125","-110.94112548828124","-200","10.151515007019043","-12.11666660308838","-91","15.666666984558105"
"22528","5.10269603729248","-13.5","14.700000762939453","-56.64761892954508","-200","15.699999809265137","-5.902056503295898","-37.333335876464844","15.090909957885742","-6.911111036936442","-31.399999618530273","13","-61.419721364974976","-200","13.548386573791504"
"22656","9.376638698577882","-1.5","15.264705657958984","2.8117855191230774","-26.33333396911621","15.824999809265137","12.352361679077148","3.875","14.9375","-17.01547622680664","-71","13.047618865966797","-7.435804557800293","-81.33333587646484","15.717948913574219"
"22784","-2.757543754577637","-31.5","15.578947067260742","0.9244648933410644","-42","15.361111640930176","4.809941673278809","-31.5","15.605263710021973","-18.375","-29.5","-7.25","1.8132522583007813","-50","15.513513565063477"
"22912","13.590716997782389","10.277777671813965","15.342857360839844","8.841845273971558","-9.5","15.54054069519043","-15.802083373069763","-91","15.21875","-83.5416669845581","-200","1.5","9.845210838317872","2","15.361111640930176"
"23040","-5.804561996459961","-42.66666793823242","15.44444465637207","5.9","-16.5","15.5","-11.253240394592286","-43.66666793823242","14.969696998596191","-64.875","-157","-1","-43.422021102905276","-200","15.684210777282715"
"23168","-30.35323257446289","-200","15.710526466369629","13.822727680206299","11.266667366027832","15.199999809265137","6.115336894989014","-3.6666667461395264","15.235294342041016","-44.640196084976196","-200","8.70588207244873","14.448750019073486","13.960000038146973","14.9375"
"23296","8.387585878372192","-11.75","15.393939971923828","4.868969917297363","-31.25","15.684210777282715","-7.149629402160644","-41","14.766667366027832","-17.650641679763794","-86.33333587646484","9.230769157409668","-74.6258332490921","-200","14.9375"
